Title,Year,Release Date,Release Day,Season,Studio,Story,Genre,Budget Bucket,Rotten Tomatoes %,Audience  score %,Box Office Average per US Cinema (Opening Weekend) ($),Domestic Gross ($m),Foreign Gross ($m),Worldwide Gross ($m),Budget ($m),Profitability (% of Budget),Random ($m),Net Profit ($m),Opening Weekend ($m),Price per Movie
The Eagle,2020,2020-02-18,Friday,Winter,Universal,Quest,Action,< 50,39%,43%,"$3,782",$19.49,$7.63,$27.12,$25.00,108.48%,"-$1,029.00",$2.12,$8.68,"$3,900.00"
The Smurfs,2020,2020-02-18,Friday,Winter,Sony Pictures Animation,Fish Out Of Water,Animation,100 to 150,23%,50%,"$10,489",$142.61,$419.54,$562.16,$110.00,511.05%,"$1,257.00",$452.16,$35.61,"$2,300.00"
The Change Up,2020,2020-02-18,Friday,Winter,Relativity Media,Metamorphosis,Comedy,50 to 100,24%,53%,"$4,645",$37.08,$33.75,$70.83,$52.00,136.21%,"-$1,276.00",$18.83,$13.53,"$2,400.00"
Moneyball,2020,2020-02-16,Wednesday,Winter,Columbia,Underdog,Drama,50 to 100,95%,89%,"$6,516",$75.60,$32.50,$108.10,$50.00,216.20%,$52.00,$58.10,$19.50,"$9,500.00"
Shame,2020,2020-02-16,Wednesday,Winter,Independent,,Drama,< 50,80%,80%,"$34,952",$3.87,$10.09,$13.96,$6.50,214.77%,$961.00,$7.46,$0.34,$800.00
Terminator Salvation,2020,2020-02-13,Friday,Winter,Warner Bros.,Monster Force,Action,> 200,33%,64%,"$12,056",$125.30,$246.70,$372.00,$200.00,186.00%,-$929.00,$172.00,$42.60,"$3,300.00"
Love Happens,2020,2020-02-13,Friday,Winter,Universal,Love,Drama,< 50,18%,40%,"$4,245",$22.96,$13.12,$36.08,$18.00,200.44%,"$1,396.00",$18.08,$8.05,"$1,800.00"
Sorority Row,2020,2020-02-13,Friday,Winter,Summit,Pursuit,Horror,< 50,22%,38%,"$1,899",$11.97,$15.24,$27.21,$12.50,217.68%,"$1,387.00",$14.71,$5.10,"$2,200.00"
Angels & Demons,2020,2020-02-13,Friday,Winter,Sony,The Riddle,Mystery,150 to 200,36%,65%,"$13,100",$133.40,$352.60,$485.90,$150.00,323.93%,"$2,202.00",$335.90,$46.20,"$3,600.00"
The Book of Eli,2020,2020-02-12,Friday,Winter,Independent,Quest,Action,50 to 100,48%,68%,"$10,540",$94.84,$58.62,$153.46,$80.00,191.83%,"-$1,017.00",$73.46,$32.70,"$4,800.00"
Letters to Juliet,2020,2020-02-12,Friday,Winter,Summit,Love,Comedy,< 50,40%,62%,"$4,562",$53.03,$26.15,$79.18,$30.00,263.93%,"-$1,823.00",$49.18,$13.50,$400.00
Old Dogs,2020,2020-02-11,Wednesday,Winter,Buena Vista,Comedy,Comedy,< 50,5%,49%,"$4,933",$49.49,$47.26,$96.75,$35.00,276.43%,"-$1,170.00",$61.75,$16.90,$500.00
The International,2020,2020-02-06,Friday,Winter,Sony,The Riddle,Action,50 to 100,58%,39%,"$3,947",$25.40,$34.70,$60.10,$50.00,120.20%,"$1,307.00",$10.10,$9.30,"$5,800.00"
Knowing,2020,2020-02-06,Friday,Winter,Summit,Escape,Drama,50 to 100,33%,50%,"$7,384",$79.95,$103.63,$183.58,$50.00,367.16%,"-$1,369.00",$133.58,$24.60,"$3,300.00"
Saw VI,2020,2020-02-06,Friday,Winter,Independent,Escape,Horror,< 50,40%,67%,"$4,650",$27.69,$40.50,$68.19,$11.00,619.91%,$392.00,$57.19,$14.10,$400.00
Black Swan,2020,2020-02-05,Friday,Winter,Fox,Wretched Excess,Drama,< 50,88%,86%,"$8,742",$106.95,$222.44,$329.39,$13.00,2533.77%,"$1,579.00",$316.39,$8.38,"$8,800.00"
Jack and Jill,2020,2020-02-04,Friday,Winter,Happy Madison,Comedy,Comedy,50 to 100,4%,59%,"$7,273",$73.83,$51.10,$124.93,$79.00,158.14%,-$399.00,$45.93,$25.00,$400.00
Zookeeper,2020,2020-02-04,Friday,Winter,Happy Madison Productions,Comedy,Comedy,50 to 100,14%,42%,"$5,763",$80.36,$89.94,$170.30,$80.00,212.88%,-$906.00,$90.30,$20.07,"$1,400.00"
Red Riding Hood,2020,2020-02-04,Friday,Winter,Warner Bros.,Monster Force,Horror,< 50,11%,41%,"$4,622",$37.66,$51.50,$89.16,$42.00,212.29%,"$2,000.00",$47.16,$14.01,"$1,100.00"
Drive,2020,2020-02-04,Friday,Winter,Independent,Rivalry,Thriller,< 50,93%,79%,"$3,929",$34.68,$32.33,$67.01,$15.00,446.73%,"$2,987.00",$52.01,$11.34,"$9,300.00"
Next Day Air,2020,2020-01-30,Friday,Winter,Summit,Comedy,Action,< 50,21%,27%,"$3,613",$10.00,$0.00,$10.00,$3.00,333.33%,"$2,921.00",$7.00,$4.10,"$2,100.00"
Drag Me to Hell,2020,2020-01-30,Friday,Winter,Universal,Monster Force,Horror,< 50,92%,61%,"$6,310",$42.10,$48.70,$90.80,$30.00,302.67%,"$2,164.00",$60.80,$15.80,"$9,200.00"
The Last Song,2020,2020-01-29,Friday,Winter,Disney,Discovery,Drama,< 50,19%,66%,"$5,989",$62.95,$26.09,$89.04,$20.00,445.20%,-$156.00,$69.04,$16.00,"$1,900.00"
Paul,2020,2020-01-28,Friday,Winter,Relativity,Comedy,Comedy,< 50,72%,70%,"$4,655",$37.41,$60.57,$97.98,$40.00,244.95%,-$190.00,$57.98,$13.04,"$7,200.00"
The Conspirator,2020,2020-01-28,Friday,Winter,Independent,Underdog,Drama,< 50,56%,65%,"$4,960",$11.54,$2.67,$14.21,$25.00,56.84%,$169.00,-$10.79,$3.51,"$5,600.00"
Observe and Report,2020,2020-01-23,Friday,Winter,Warner Bros.,Comedy,Comedy,< 50,51%,40%,"$4,040",$24.00,$2.96,$26.96,$18.00,149.78%,"$1,680.00",$8.96,$11.00,"$5,100.00"
W.,2020,2020-01-23,Friday,Winter,Lionsgate,Rivalry,Drama,< 50,60%,42%,"$5,175",$25.53,$3.97,$29.50,$25.10,117.53%,"$2,898.00",$4.40,$10.50,$600.00
The Sorcerer's Apprentice,2020,2020-01-22,Friday,Winter,Disney,Pursuit,Action,150 to 200,42%,57%,"$5,028",$63.15,$152.13,$215.28,$150.00,143.52%,-$738.00,$65.28,$17.60,"$4,200.00"
Please Give,2020,2020-01-22,Friday,Winter,Sony,Comedy,Comedy,< 50,88%,62%,,$4.03,$0.23,$4.26,$3.00,142.00%,-$600.00,$1.26,$0.10,"$8,800.00"
When in Rome,2020,2020-01-22,Friday,Winter,Disney,Love,Comedy,,15%,44%,"$5,029",$32.68,$10.36,$43.04,,,$772.00,,$12.30,"$1,500.00"
The Adventures of Tintin,2020,2020-01-21,Friday,Winter,Paramount,Quest,Adventure,100 to 150,74%,78%,"$3,149",$77.24,$296.40,$373.64,$130.00,287.42%,"-$1,701.00",$243.64,$9.72,"$7,400.00"
Happy Feet 2,2020,2020-01-21,Friday,Winter,Village Roadshow Pictures,Journey and Return,Animation,100 to 150,41%,59%,"$5,889",$57.31,$49.20,$106.51,$135.00,78.90%,"$1,517.00",-$28.49,$21.24,"$4,100.00"
No Strings Attached,2020,2020-01-21,Friday,Winter,Spyglass Entertainment,Comedy,Comedy,< 50,49%,57%,"$6,512",$70.60,$77.10,$147.70,$25.00,590.80%,-$85.00,$122.70,$19.70,"$4,900.00"
Arthur,2020,2020-01-21,Friday,Winter,Warner Bros.,Sacrifice,Comedy,< 50,26%,49%,"$3,731",$33.04,$12.70,$45.74,$40.00,114.35%,-$35.00,$5.74,$12.22,"$2,600.00"
The Adjustment Bureau,2020,2020-01-21,Friday,Winter,Independent,Sacrifice,Thriller,50 to 100,72%,67%,"$7,450",$62.50,$65.37,$127.87,$50.20,254.72%,$74.00,$77.67,$21.16,"$7,200.00"
The Blind Side,2020,2020-01-16,Friday,Winter,Warner Bros.,Rags To Riches,Biography,< 50,65%,90%,"$10,971",$255.80,$53.24,$309.04,$29.00,1065.66%,$16.00,$280.04,$34.10,"$6,500.00"
The Uninvited,2020,2020-01-16,Friday,Winter,Paramount,Monster Force,Drama,,31%,52%,"$4,405",$28.60,$14.10,$42.70,,,"-$1,931.00",,$10.30,"$3,100.00"
Obsessed,2020,2020-01-16,Friday,Winter,Sony,Rivalry,Drama,< 50,20%,50%,"$11,318",$68.26,$5.56,$73.82,$20.00,369.10%,$723.00,$53.82,$28.60,$200.00
Takers,2020,2020-01-15,Friday,Winter,Sony,Rivalry,Action,< 50,27%,57%,"$9,298",$57.74,$10.42,$68.16,$32.00,213.00%,"$1,042.00",$36.16,$20.50,"$2,700.00"
Buried,2020,2020-01-15,Friday,Winter,Independent,Escape,Drama,< 50,86%,63%,"$9,115",$1.04,$17.33,$18.37,$2.00,918.50%,$64.00,$16.37,$0.10,"$8,600.00"
Colombiana,2020,2020-01-14,Friday,Winter,Sony,Revenge,Action,< 50,28%,55%,"$3,982",$36.67,$24.30,$60.97,$40.00,152.43%,$230.00,$20.97,$10.41,"$2,800.00"
The Hangover Part II,2020,2020-01-14,Friday,Winter,Legendary Pictures,Comedy,Comedy,50 to 100,35%,58%,"$23,775",$254.46,$327.00,$581.46,$80.00,726.83%,-$460.00,$501.46,$85.95,"$3,500.00"
The Lincoln Lawyer,2020,2020-01-14,Friday,Winter,Lionsgate,Fish Out Of Water,Drama,< 50,84%,82%,"$4,879",$58.01,$17.00,$75.01,$40.00,187.53%,"$2,071.00",$35.01,$13.21,"$8,400.00"
Amelia,2020,2020-01-14,Wednesday,Winter,Independent,Quest,Adventure,< 50,21%,35%,"$4,761",$14.20,$5.00,$19.20,$40.00,48.00%,"-$1,260.00",-$20.80,$3.90,"$2,100.00"
The Time Traveler's Wife,2020,2020-01-14,Wednesday,Winter,Paramount,Love,Drama,< 50,38%,65%,"$6,233",$63.41,$37.92,$101.33,$39.00,259.82%,$969.00,$62.33,$18.60,"$3,800.00"
Gnomeo and Juliet,2020,2020-01-12,Wednesday,Winter,Disney,Love,Animation,< 50,56%,52%,"$8,469",$99.97,$94.00,$193.97,$36.00,538.81%,"-$1,140.00",$157.97,$25.36,"$5,600.00"
Ghosts of Girlfriends Past,2020,2020-01-09,Friday,Winter,Warner Bros.,Love,Comedy,50 to 100,27%,47%,"$4,854",$55.25,$46.97,$102.22,$50.00,204.44%,$644.00,$52.22,$15.40,"$2,700.00"
The Unborn,2020,2020-01-09,Friday,Winter,Relativity Media,Monster Force,Horror,< 50,11%,39%,"$8,405",$42.67,$33.84,$76.51,$16.00,478.19%,"-$1,973.00",$60.51,$19.80,"$1,100.00"
The A-Team,2020,2020-01-08,Friday,Winter,Fox,Pursuit,Action,100 to 150,47%,71%,"$7,262",$77.22,$99.81,$177.03,$100.00,177.03%,"-$1,521.00",$77.03,$25.70,"$4,700.00"
The Social Network,2020,2020-01-08,Friday,Winter,Sony,Rags to Riches,Biography,50 to 100,96%,89%,"$8,100",$94.08,$105.52,$199.60,$50.00,399.20%,$986.00,$149.60,$22.40,"$9,600.00"
Stone,2020,2020-01-08,Friday,Winter,Independent,Rivalry,Drama,< 50,49%,20%,"$12,628",$1.81,$6.59,$8.40,$22.00,38.18%,"$1,830.00",-$13.60,$0.08,"$4,900.00"
Vanishing on 7th Street,2020,2020-01-07,Friday,Winter,Independent,Monster Force,Horror,< 50,52%,62%,,$0.02,$1.05,$1.07,$10.00,10.70%,"-$1,690.00",-$8.93,$0.00,"$5,200.00"
Midnight in Paris,2020,2020-01-07,Friday,Winter,Sony,Love,Romance,< 50,93%,84%,"$6,177",$56.80,$91.86,$148.66,$17.00,874.47%,"$1,600.00",$131.66,$5.83,"$9,300.00"
Unknown,2020,2020-01-07,Friday,Winter,Independent,The Riddle,Thriller,< 50,55%,57%,"$7,183",$63.69,$67.10,$130.79,$30.00,435.97%,-$480.00,$100.79,$21.86,"$5,500.00"
Bangkok Dangerous,2020,2020-01-07,Wednesday,Winter,Lionsgate,Pursuit,Action,< 50,9%,33%,"$2,937",$15.30,$31.30,$46.60,$45.00,103.56%,"-$1,761.00",$1.60,$7.80,$900.00
Milk,2020,2020-01-07,Wednesday,Winter,Universal,Quest,Biography,< 50,94%,88%,"$40,385",$31.84,$18.32,$50.16,$20.00,250.80%,-$892.00,$30.16,$1.50,"$9,400.00"
G-Force,2020,2020-01-02,Friday,Winter,Disney,Comedy,Action,150 to 200,22%,50%,"$8,576",$119.40,$173.38,$285.10,$150.00,190.07%,"$2,996.00",$135.10,$31.70,"$2,200.00"
Beverly Hills Chihuahua,2020,2020-01-02,Friday,Winter,Disney,Journey and Return,Adventure,< 50,41%,56%,"$9,114",$94.50,$50.70,$145.20,$20.00,726.00%,-$642.00,$125.20,$29.30,"$4,100.00"
The Eye,2020,2020-01-02,Friday,Winter,Lionsgate,Sacrifice,Horror,< 50,22%,51%,"$5,101",$31.42,$25.55,$56.96,$12.00,474.67%,"-$1,074.00",$44.96,$12.40,"$2,200.00"
Bandslam,2020,2020-01-01,Friday,Winter,Summit,Maturation,Comedy,< 50,79%,60%,"$1,052",$5.20,$6.90,$12.10,$20.00,60.50%,-$509.00,-$7.90,$2.20,"$7,900.00"
Dragon Wars (aka D-War),2019,2019-12-28,Friday,Winter,Mediaplex,Monster Force,Action,50 to 100,27%,44%,"$2,213",$10.98,$63.27,$74.25,$75.00,99.00%,"$1,907.00",-$0.75,$5.00,"$2,700.00"
Indiana Jones and the Kingdom of the Crystal Skull,2019,2019-12-26,Friday,Winter,Paramount,Pursuit,Action,150 to 200,77%,59%,"$23,507",$317.02,$469.53,$786.56,$185.00,425.17%,"-$1,165.00",$601.56,$100.10,"$7,700.00"
The Women,2019,2019-12-26,Friday,Winter,Warner Bros.,Transformation,Drama,< 50,13%,41%,"$3,415",$26.90,$23.11,$50.01,$16.00,312.56%,-$78.00,$34.01,$10.12,"$1,300.00"
No Country for Old Men,2019,2019-12-21,Friday,Winter,Paramount,Pursuit,Drama,< 50,95%,84%,"$9,042",$74.28,$86.72,$161.00,$25.00,644.00%,$83.00,$136.00,$7.80,"$9,500.00"
Appaloosa,2019,2019-12-19,Friday,Winter,Warner Bros.,Rescue,Action,< 50,77%,55%,"$4,833",$20.07,$7.52,$27.59,$20.00,137.95%,"$2,413.00",$7.59,$5.00,"$7,700.00"
First Sunday,2019,2019-12-19,Friday,Winter,Sony,Comedy,Comedy,< 50,13%,59%,"$8,004",$37.93,$0.87,$38.80,$13.00,298.46%,"-$1,750.00",$25.80,$17.70,"$1,300.00"
Lakeview Terrace,2019,2019-12-19,Friday,Winter,Sony,Rivalry,Crime,< 50,46%,44%,"$6,090",$39.26,$5.39,$44.65,$20.00,223.25%,$174.00,$24.65,$15.00,"$4,600.00"
The Forbidden Kingdom,2019,2019-12-17,Wednesday,Winter,Relativity Media,Journey and Return,Action,50 to 100,64%,65%,"$6,791",$52.08,$75.90,$127.98,$55.00,232.69%,-$621.00,$72.98,$21.40,"$6,400.00"
Miracle at St. Anna,2019,2019-12-17,Wednesday,Winter,Disney,Quest,Action,< 50,34%,68%,"$2,935",$7.92,$1.20,$9.12,$45.00,20.27%,$727.00,-$35.88,$3.50,"$3,400.00"
Bee Movie,2019,2019-12-14,Friday,Winter,Paramount,Journey and Return,Animation,150 to 200,52%,57%,"$9,679",$126.63,$160.49,$287.12,$150.00,191.41%,-$234.00,$137.12,$38.00,"$5,200.00"
Wild Hogs,2019,2019-12-14,Friday,Winter,Disney,Transformation,Comedy,50 to 100,14%,72%,"$12,077",$168.27,$85.35,$253.63,$90.00,281.81%,"$1,285.00",$163.63,$39.70,"$1,400.00"
Ocean's 13,2019,2019-12-14,Friday,Winter,Warner Bros.,Revenge,Thriller,50 to 100,70%,74%,"$10,135",$117.15,$194.16,$311.31,$85.00,366.25%,"$2,921.00",$226.31,$36.10,$700.00
Star Wars: The Clone Wars,2019,2019-12-12,Friday,Winter,Independent,Sacrifice,Animation,< 50,19%,46%,"$4,233",$35.16,$33.12,$68.28,$8.50,803.29%,-$649.00,$59.78,$14.60,"$1,900.00"
Seven Pounds,2019,2019-12-12,Friday,Winter,Sony,Sacrifice,Drama,50 to 100,27%,77%,"$5,385",$60.04,$98.21,$158.25,$55.00,287.73%,-$28.00,$103.25,$14.90,"$2,700.00"
Never Back Down,2019,2019-12-05,Friday,Winter,Summit,Rivalry,Action,< 50,23%,37%,"$3,152",$24.85,$16.78,$41.63,$21.00,198.24%,"-$1,967.00",$20.63,$8.60,"$2,300.00"
Tyler Perry's Why Did I get Married,2019,2019-11-30,Friday,Fall,Independent,Love,Romance,< 50,46%,47%,"$10,618",$55.20,$0.66,$55.86,$15.00,372.40%,"$1,009.00",$40.86,$21.40,"$4,600.00"
Nancy Drew,2019,2019-11-30,Friday,Fall,Independent,The Riddle,Thriller,< 50,49%,61%,"$2,615",$25.61,$5.05,$30.67,$20.00,153.35%,$256.00,$10.67,$6.90,"$4,900.00"
Tyler Perry's Meet the Browns,2019,2019-11-28,Friday,Fall,Independent,Discovery,Drama,< 50,31%,36%,"$10,011",$41.98,$0.00,$41.98,$20.00,209.90%,-$832.00,$21.98,$20.08,"$3,100.00"
The X-Files: I Want to Believe,2019,2019-11-28,Friday,Fall,Fox,Monster Force,Thriller,< 50,32%,34%,"$3,147",$20.98,$47.39,$68.37,$35.00,195.34%,"$2,650.00",$33.37,$10.10,"$3,200.00"
The Invasion,2019,2019-11-23,Friday,Fall,Warner Bros.,Monster Force,Sci-Fi,50 to 100,19%,43%,"$2,143",$15.07,$25.10,$40.17,$80.00,50.21%,$265.00,-$39.83,$5.60,"$1,900.00"
Pirates of the Caribbean: At World's End,2019,2019-11-16,Friday,Fall,Disney,Rescue,Action,> 200,45%,74%,"$26,302",$309.42,$651.58,$961.00,$300.00,320.33%,"$2,459.00",$661.00,$114.70,"$4,500.00"
Tyler Perry's The Family That Preys,2019,2019-11-14,Friday,Fall,Independent,Discovery,Drama,< 50,51%,36%,"$8,397",$37.11,$0.00,$37.11,$10.00,371.10%,"$1,634.00",$27.11,$17.38,"$5,100.00"
Ghost Rider,2019,2019-11-09,Friday,Fall,Sony,Monster Force,Action,100 to 150,28%,56%,"$12,541",$115.80,$112.94,$228.74,$110.00,207.95%,"$1,487.00",$118.74,$45.30,"$2,800.00"
Knocked Up,2019,2019-11-09,Friday,Fall,Universal,Love,Comedy,< 50,91%,83%,"$10,690",$148.77,$70.23,$219.00,$33.00,663.64%,-$635.00,$186.00,$30.70,"$9,100.00"
Max Payne,2019,2019-10-31,Friday,Fall,Fox,Revenge,Action,< 50,16%,36%,"$5,225",$40.66,$44.73,$85.38,$35.00,243.94%,"$1,672.00",$50.38,$17.60,"$1,600.00"
The Spirit,2019,2019-10-31,Friday,Fall,Lionsgate,Rivalry,Action,< 50,14%,29%,"$2,576",$17.75,$19.23,$36.98,$6.00,616.33%,"-$1,266.00",$30.98,$6.50,"$1,400.00"
Kung Fu Panda,2019,2019-10-31,Friday,Fall,Paramount,Underdog,Animation,> 200,88%,83%,"$14,642",$215.43,$416.31,$631.74,$200.00,315.87%,-$979.00,$431.74,$60.24,"$8,800.00"
Made of Honor,2019,2019-10-31,Friday,Fall,Sony,Love,Comedy,< 50,13%,61%,"$5,407",$46.01,$59.95,$105.96,$40.00,264.90%,"$2,364.00",$65.96,$14.76,"$1,300.00"
Shooter,2019,2019-10-26,Friday,Fall,Paramount,Pursuit,Action,50 to 100,47%,82%,"$5,175",$47.00,$48.69,$95.70,$61.00,156.89%,$148.00,$34.70,$14.50,"$4,700.00"
Norbit,2019,2019-10-26,Friday,Fall,Paramount,Comedy,Comedy,50 to 100,9%,56%,"$10,904",$95.67,$63.64,$159.31,$60.00,265.52%,"$1,406.00",$99.31,$34.20,$900.00
Eagle Eye,2019,2019-10-24,Friday,Fall,Paramount,Pursuit,Action,50 to 100,27%,72%,"$8,305",$101.18,$76.62,$177.80,$80.00,222.25%,"-$1,272.00",$97.80,$29.20,"$2,700.00"
Enchanted,2019,2019-10-19,Friday,Fall,Disney,Love,Comedy,50 to 100,93%,80%,"$9,233",$127.81,$212.68,$340.49,$85.00,400.58%,$530.00,$255.49,$34.40,"$9,300.00"
The Bucket List,2019,2019-10-19,Friday,Fall,Warner Bros.,Discovery,Drama,< 50,41%,81%,"$6,661",$93.47,$80.84,$174.31,$45.00,387.36%,$463.00,$129.31,$19.40,"$4,100.00"
Expelled: No Intelligence Allowed,2019,2019-10-17,Friday,Fall,,Comedy,Documentary,< 50,10%,42%,"$2,824",$7.72,$0.00,$7.72,$3.50,220.57%,"$2,220.00",$4.22,$2.97,$100.00
The Other Boleyn Girl,2019,2019-10-17,Friday,Fall,Independent,Tragedy,Drama,< 50,41%,65%,"$7,035",$26.81,$50.90,$77.71,$40.00,194.28%,"-$1,252.00",$37.71,$8.20,"$4,100.00"
Rush Hour 3,2019,2019-10-17,Wednesday,Fall,Warner Bros.,Rescue,Action,100 to 150,20%,68%,"$12,996",$140.13,$117.90,$258.02,$140.00,184.30%,-$621.00,$118.02,$49.10,$200.00
The Heartbreak Kid,2019,2019-10-17,Wednesday,Fall,Paramount,Love,Comedy,50 to 100,30%,41%,"$4,342",$36.79,$90.98,$127.77,$60.00,212.95%,"$2,367.00",$67.77,$14.00,$300.00
Michael Clayton,2019,2019-10-12,Friday,Fall,Independent,Transformation,Thriller,< 50,90%,72%,"$4,131",$49.03,$43.96,$92.99,$25.00,371.96%,"$2,499.00",$67.99,$10.40,$900.00
Jumper,2019,2019-10-10,Friday,Fall,Fox,Rescue,Action,50 to 100,16%,50%,"$7,980",$80.17,$142.06,$222.23,$82.50,269.37%,"-$1,434.00",$139.73,$27.40,"$1,600.00"
Dr. Seuss' Horton Hears a Who!,2019,2019-10-10,Friday,Fall,Fox,Rescue,Animation,50 to 100,79%,75%,"$11,384",$154.53,$142.60,$297.13,$85.00,349.56%,"$1,231.00",$212.13,$45.00,"$7,900.00"
Prom Night,2019,2019-10-10,Friday,Fall,Independent,Escape,Horror,< 50,8%,46%,"$7,705",$43.87,$13.32,$57.19,$18.00,317.72%,$676.00,$39.19,$20.81,$800.00
Shrek the Third,2019,2019-10-05,Friday,Fall,Paramount,Quest,Animation,150 to 200,42%,57%,"$29,507",$322.72,$476.24,$798.96,$160.00,499.35%,"$1,179.00",$638.96,$121.60,"$4,200.00"
We Own the Night,2019,2019-10-05,Friday,Fall,Sony,Sacrifice,Drama,< 50,55%,63%,"$4,583",$28.56,$26.26,$54.83,$21.00,261.10%,$945.00,$33.83,$10.80,"$5,500.00"
Over Her Dead Body,2019,2019-10-03,Friday,Fall,New Line,Love,Comedy,< 50,15%,47%,,$7.57,$13.14,$20.71,$10.00,207.10%,"-$1,609.00",$10.71,$4.03,"$1,500.00"
Leatherheads,2019,2019-10-03,Friday,Fall,Universal,Rivalry,Comedy,50 to 100,52%,41%,"$4,580",$31.23,$9.93,$41.16,$58.00,70.97%,"-$1,844.00",-$16.84,$12.70,"$5,200.00"
Across the Universe,2019,2019-09-28,Friday,Fall,Independent,Love,Romance,< 50,54%,84%,"$4,009",$24.34,$5.02,$29.37,$45.00,65.27%,$485.00,-$15.63,$3.80,"$5,400.00"
Superhero Movie,2019,2019-09-26,Friday,Fall,The Weinstein Company,Comedy,Comedy,50 to 100,15%,36%,"$3,212",$25.87,$45.35,$71.22,$65.00,109.57%,"-$1,175.00",$6.22,$9.51,"$1,500.00"
Soul Men,2019,2019-09-26,Friday,Fall,The Weinstein Company,Comedy,Comedy,< 50,45%,42%,"$2,643",$12.08,$0.25,$12.33,$0.00,,"$2,024.00",,$5.40,"$4,500.00"
High School Musical 3: Senior Year,2019,2019-09-26,Friday,Fall,Disney,Love,Comedy,< 50,65%,76%,"$11,601",$89.70,$162.35,$252.04,$11.00,2291.27%,"$1,028.00",$241.04,$42.03,"$6,500.00"
Stardust,2019,2019-09-21,Friday,Fall,Paramount,Quest,Adventure,50 to 100,76%,86%,"$3,610",$38.63,$96.92,$135.56,$70.00,193.66%,"-$1,257.00",$65.56,$9.16,"$7,600.00"
Happily N'Ever After,2019,2019-09-21,Friday,Fall,Lionsgate,Maturation,Animation,< 50,4%,43%,"$2,775",$15.59,$22.50,$38.08,$47.00,81.02%,-$407.00,-$8.92,$6.60,$400.00
Babylon A.D.,2019,2019-09-19,Friday,Fall,Fox,Quest,Action,< 50,7%,32%,"$2,798",$22.53,$47.68,$70.21,$45.00,156.02%,"$1,085.00",$25.21,$9.50,$700.00
Meet Dave,2019,2019-09-19,Friday,Fall,Fox,Fish Out Of Water,Adventure,50 to 100,19%,42%,"$1,744",$11.80,$38.85,$50.65,$60.00,84.42%,$987.00,-$9.35,$5.25,"$1,900.00"
"10,000 B.C.",2019,2019-09-19,Friday,Fall,Warner Bros.,Rescue,Adventure,100 to 150,9%,44%,"$10,518",$94.78,$175.00,$269.78,$105.00,256.93%,"$1,920.00",$164.78,$35.90,$900.00
Under the Same Moon,2019,2019-09-19,Friday,Fall,Weinstein Co.,Quest,,< 50,72%,37%,"$10,412",$12.59,$10.72,$23.31,$1.70,1371.18%,"-$1,281.00",$21.61,$2.80,"$7,200.00"
The Simpsons Movie,2019,2019-09-14,Friday,Fall,Fox,Maturation,Comedy,50 to 100,90%,78%,"$18,877",$183.14,$343.93,$527.07,$75.00,702.76%,-$43.00,$452.07,$74.00,$900.00
"Welcome Home, Roscoe Jenkins",2019,2019-09-12,Friday,Fall,Universal,Discovery,Comedy,< 50,24%,64%,"$6,790",$42.19,$1.21,$43.40,$35.00,124.00%,"$2,869.00",$8.40,$16.21,"$2,400.00"
Saw V,2019,2019-09-12,Friday,Fall,Independent,Monster Force,Crime,< 50,13%,63%,"$9,822",$56.75,$57.12,$113.86,$10.80,1054.26%,"-$1,140.00",$103.06,$30.10,"$1,300.00"
The Happening,2019,2019-09-12,Friday,Fall,Fox,Escape,Thriller,< 50,19%,29%,"$10,220",$64.51,$98.89,$163.40,$48.00,340.42%,"$1,405.00",$115.40,$30.52,"$1,900.00"
The Brave One,2019,2019-09-07,Friday,Fall,,Rivalry,Action,50 to 100,43%,65%,"$4,889",$36.79,$32.99,$69.79,$70.00,99.70%,"-$1,551.00",-$0.21,$13.50,"$4,300.00"
There Will Be Blood,2019,2019-09-07,Friday,Fall,Paramount,Wretched Excess,Drama,< 50,91%,84%,"$5,502",$40.22,$35.96,$76.18,$25.00,304.72%,$982.00,$51.18,$4.90,"$9,100.00"
Body of Lies,2019,2019-09-05,Friday,Fall,Warner Bros.,Temptation,Action,50 to 100,53%,65%,"$4,754",$39.19,$75.70,$114.89,$67.50,170.21%,-$541.00,$47.39,$12.90,"$5,300.00"
Baby Mama,2019,2019-09-05,Friday,Fall,Independent,Discovery,Comedy,50 to 100,63%,59%,"$6,845",$60.32,$3.70,$64.02,$70.00,91.46%,$449.00,-$5.98,$17.41,"$6,300.00"
Yes Man,2019,2019-09-05,Friday,Fall,Warner Bros.,Transformation,Comedy,50 to 100,43%,72%,"$5,318",$97.69,$125.55,$223.24,$70.00,318.91%,"$1,271.00",$153.24,$18.26,"$4,300.00"
Zack and Miri Make a Porno,2019,2019-09-05,Friday,Fall,The Weinstein Company,Love,Romance,< 50,64%,70%,"$3,680",$31.30,$10.64,$41.94,$24.00,174.75%,-$230.00,$17.94,$10.07,"$6,400.00"
The Day the Earth Stood Still,2019,2019-09-05,Friday,Fall,Fox,Sacrifice,Thriller,100 to 150,19%,34%,"$8,562",$74.30,$153.73,$228.03,$100.00,228.03%,"$2,516.00",$128.03,$30.50,"$1,900.00"
Valkyrie,2019,2019-09-05,Friday,Fall,MGM,Sacrifice,Thriller,50 to 100,58%,66%,"$7,756",$83.08,$117.20,$200.28,$75.00,267.04%,"$1,087.00",$125.28,$21.03,"$5,800.00"
